MovieID,Titolo Film,Genere film,AnnoFilm
640,Happy Weekend,Comedy,1996
641,Nelly & Monsieur Arnaud,Drama,1995
642,Courage Under Fire,Drama|War,1996
643,Mission: Impossible,Action|Adventure|Mystery,1996
644,Cold Fever (Á köldum klaka),Comedy|Drama,1994
645,Moll Flanders,Drama,1996
646,"Superweib, Das",Comedy,1996
647,"301, 302",Mystery,1995
648,Dragonheart,Action|Adventure|Fantasy,1996
649,Und keiner weint mir nach,Drama|Romance,1996
650,Mutters Courage,Comedy,1995
651,Eddie,Comedy,1996
652,Yankee Zulu,Comedy|Drama,1994
653,Billy's Holiday,Drama,1995
654,Purple Noon,Crime|Thriller,1960
655,August,Drama,1996
656,James and the Giant Peach,Animation|Children's|Musical,1996
657,Fear,Thriller,1996
658,Kids in the Hall: Brain Candy,Comedy,1996
659,Faithful,Comedy,1996
660,Underground,War,1995
661,All Things Fair,Drama,1996
662,Bloodsport 2,Action,1995
663,Pather Panchali,Drama,1955
664,Aparajito,Drama,1956
665,"World of Apu, The (Apur Sansar)",Drama,1959
666,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,1996
667,Tarantella,Drama,1995
668,Space Jam,Adventure|Animation|Children's|Comedy|Fantasy,1996
669,Barbarella,Adventure|Sci-Fi,1968
670,Hostile Intentions,Action|Drama|Thriller,1994
671,They Bite,Drama,1996
672,Some Folks Call It a Sling Blade,Drama|Thriller,1993
673,"Run of the Country, The",Drama,1995
674,Alphaville,Sci-Fi,1965
675,Clean Slate (Coup de Torchon),Crime,1981
676,Tigrero: A Film That Was Never Made,Documentary|Drama,1994
677,"Eye of Vichy, The (Oeil de Vichy, L')",Documentary,1993
678,Windows,Drama,1980
679,It's My Party,Drama,1995
680,Country Life,Drama|Romance,1994
681,Operation Dumbo Drop,Action|Adventure|Comedy|War,1995
682,"Promise, The (Versprechen, Das)",Romance,1994
683,Mrs. Winterbourne,Comedy|Romance,1996
684,Solo,Action|Sci-Fi|Thriller,1996
685,Under the Domin Tree (Etz Hadomim Tafus),Drama,1994
686,"Substitute, The",Action,1996
687,True Crime,Mystery|Thriller,1995
688,Butterfly Kiss,Thriller,1995
689,Feeling Minnesota,Drama|Romance,1996
690,Delta of Venus,Drama,1994
691,To Cross the Rubicon,Drama,1991
692,Angus,Comedy,1995
693,Daens,Drama,1992
694,Faces,Drama,1968
695,Boys,Drama,1996
696,"Quest, The",Action|Adventure,1996
697,Cosi,Comedy,1996
698,Sunset Park,Drama,1996
699,Mulholland Falls,Crime|Film-Noir|Thriller,1996
700,"Truth About Cats & Dogs, The",Comedy|Romance,1996
701,Oliver & Company,Animation|Children's,1988
702,Celtic Pride,Comedy,1996
703,Flipper,Adventure|Children's,1996
704,Captives,Drama,1994
705,Of Love and Shadows,Drama,1994
706,Dead Man,Western,1995
707,"Horseman on the Roof, The (Hussard sur le toit, Le)",Drama,1995
708,Switchblade Sisters,Crime,1975
709,Mouth to Mouth (Boca a boca),Comedy,1995
710,"Visitors, The (Les Visiteurs)",Comedy|Sci-Fi,1993
711,Multiplicity,Comedy,1996
712,Wallace & Gromit: The Best of Aardman Animation,Animation,1996
713,Halfmoon (Paul Bowles - Halbmond),Drama,1995
714,"Haunted World of Edward D. Wood Jr., The",Documentary,1995
715,Two Friends,Drama,1986
716,"Craft, The",Drama|Horror,1996
717,"Great White Hype, The",Comedy,1996
718,Last Dance,Drama,1996
719,War Stories,Documentary,1995
720,Cold Comfort Farm,Comedy,1995
721,"Institute Benjamenta, or This Dream People Call Human Life",Drama,1995
722,"Low Life, The",Drama,1994
723,Heaven's Prisoners,Mystery|Thriller,1996
724,Original Gangstas,Crime,1996
725,"Rock, The",Action|Adventure|Thriller,1996
726,Getting Away With Murder,Comedy,1996
727,Cemetery Man (Dellamorte Dellamore),Comedy|Horror,1994
728,Twister,Action|Adventure|Romance|Thriller,1996
729,Barb Wire,Action|Sci-Fi,1996
730,"Garcu, Le",Drama,1995
731,Honigmond,Comedy,1996
732,Ghost in the Shell (Kokaku kidotai),Animation|Sci-Fi,1995
733,Thinner,Horror|Thriller,1996
734,Spy Hard,Comedy,1996
735,Brothers in Trouble,Drama,1995
736,"Close Shave, A",Animation|Comedy|Thriller,1995
737,Force of Evil,Film-Noir,1948
738,"Stupids, The",Comedy,1996
739,"Arrival, The",Action|Sci-Fi|Thriller,1996
740,"Man from Down Under, The",Drama,1943
741,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Sci-Fi|War,1963
742,Careful,Comedy,1992
743,Vermont Is For Lovers,Comedy|Romance,1992
744,"Month by the Lake, A",Comedy|Drama,1995
745,Gold Diggers: The Secret of Bear Mountain,Adventure|Children's,1995
746,Kim,Children's|Drama,1950
747,Carmen Miranda: Bananas Is My Business,Documentary,1994
748,Ashes of Time,Drama,1994
749,"Jar, The (Khomreh)",Drama,1992
750,Maya Lin: A Strong Clear Vision,Documentary,1994
751,Stalingrad,War,1993
752,"Phantom, The",Adventure,1996
753,Striptease,Comedy|Crime,1996
754,"Last of the High Kings, The (a.k.a. Summer Fling)",Drama,1996
755,Heavy,Drama|Romance,1995
756,Jack,Comedy|Drama,1996
757,I Shot Andy Warhol,Drama,1996
758,"Grass Harp, The",Drama,1995
759,Someone Else's America,Drama,1995
760,Marlene Dietrich: Shadow and Light,Documentary,1996
761,Costa Brava,Drama,1946
762,"Vie est belle, La (Life is Rosey)",Comedy|Drama,1987
763,Quartier Mozart,Comedy,1992
764,Touki Bouki (Journey of the Hyena),Drama,1973
765,Wend Kuuni (God's Gift),Drama,1982
766,Spirits of the Dead (Tre Passi nel Delirio),Horror,1968
767,Babyfever,Comedy|Drama,1994
768,Pharaoh's Army,War,1995
769,Trainspotting,Drama,1996
770,'Til There Was You,Drama|Romance,1997
771,Independence Day (ID4),Action|Sci-Fi|War,1996
772,Stealing Beauty,Drama,1996
773,"Fan, The",Thriller,1996
774,"Hunchback of Notre Dame, The",Animation|Children's|Musical,1996
775,"Cable Guy, The",Comedy,1996
776,Kingpin,Comedy,1996
777,Eraser,Action|Thriller,1996
778,"Gate of Heavenly Peace, The",Documentary,1995
779,"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi,1996
780,"I, Worst of All (Yo, la peor de todas)",Drama,1990
781,An Unforgettable Summer,Drama,1994
782,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",Documentary,1995
783,"Hungarian Fairy Tale, A",Fantasy,1987
784,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),Drama,1993
785,Midnight Dancers (Sibak),Comedy|Drama,1994
786,Somebody to Love,Drama,1994
787,"Very Natural Thing, A",Drama,1974
788,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)",Comedy,1991
789,Daylight,Action|Adventure|Thriller,1996
790,"Frighteners, The",Comedy|Horror,1996
791,Lone Star,Drama|Mystery,1996
792,Harriet the Spy,Children's|Comedy,1996
793,Phenomenon,Drama|Romance,1996
794,Walking and Talking,Romance,1996
795,She's the One,Comedy|Romance,1996
796,"Time to Kill, A",Drama,1996
797,American Buffalo,Drama,1996
798,"Rendezvous in Paris (Rendez-vous de Paris, Les)",Comedy|Romance,1995
799,Alaska,Adventure|Children's,1996
800,Fled,Action|Adventure,1996
801,Kazaam,Children's|Comedy|Fantasy,1996
802,"Bewegte Mann, Der",Comedy,1994
803,Magic Hunter,Drama,1994
804,Larger Than Life,Comedy,1996
805,"Boy Called Hate, A",Drama,1995
806,Power 98,Action|Mystery|Thriller,1995
807,Two Deaths,Drama,1995
808,"Very Brady Sequel, A",Comedy,1996
809,Stefano Quantestorie,Comedy|Drama,1993
810,"Death in the Garden (Mort en ce jardin, La)",Drama,1956
811,"Crude Oasis, The",Romance,1995
812,Hedd Wyn,Drama,1992
813,"Collectionneuse, La",Drama,1967
814,Kaspar Hauser,Drama,1993
815,Echte Kerle,Comedy|Romance,1996
816,Diebinnen,Drama,1995
817,"Convent, The (Convento, O)",Drama,1995
818,"Adventures of Pinocchio, The",Adventure|Children's,1996
819,Joe's Apartment,Comedy|Musical,1996
820,"First Wives Club, The",Comedy,1996
821,Stonewall,Drama,1995
822,Ransom,Drama|Thriller,1996
823,High School High,Comedy,1996
824,Phat Beach,Comedy,1996
825,Foxfire,Drama,1996
826,Chain Reaction,Action|Adventure|Thriller,1996
827,Matilda,Children's|Comedy,1996
828,Emma,Comedy|Drama|Romance,1996
829,"Crow: City of Angels, The",Action|Thriller,1996
830,House Arrest,Comedy,1996
831,Eyes Without a Face,Horror,1959
832,Tales from the Crypt Presents: Bordello of Blood,Horror,1996
833,Lotto Land,Drama,1995
834,"Story of Xinghua, The",Drama,1993
835,"Day the Sun Turned Cold, The (Tianguo niezi)",Drama,1994
836,Flirt,Drama,1995
837,"Big Squeeze, The",Comedy|Drama,1996
838,"Spitfire Grill, The",Drama,1996
839,Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,1996
840,Cyclo,Crime|Drama,1995
841,Basquiat,Drama,1996
842,Tin Cup,Comedy|Romance,1996
843,Dingo,Drama,1992
844,"Ballad of Narayama, The (Narayama Bushiko)",Drama,1958
845,Every Other Weekend,Drama,1990
846,Mille bolle blu,Comedy,1993
847,Crows and Sparrows,Drama,1949
848,"Godfather, The",Action|Crime|Drama,1972
849,"Hippie Revolution, The",Documentary,1996
850,"Maybe, Maybe Not (Bewegte Mann, Der)",Comedy,1994
851,Supercop,Action|Thriller,1992
852,Manny & Lo,Drama,1996
853,Celestial Clockwork,Comedy,1994
854,"Wife, The",Comedy|Drama,1995
855,Small Faces,Drama,1995
856,Bound,Crime|Drama|Romance|Thriller,1996
857,Carpool,Comedy|Crime,1996
858,Death in Brunswick,Comedy,1991
859,Kansas City,Crime,1996
860,Gone Fishin',Comedy,1997
861,Lover's Knot,Comedy,1996
862,Aiqing wansui,Drama,1994
863,Shadow of Angels (Schatten der Engel),Drama,1976
864,Killer: A Journal of Murder,Crime|Drama,1995
865,Nothing to Lose,Drama,1994
866,Police Story 4: Project S (Chao ji ji hua),Action,1993
867,Girls Town,Drama,1996
868,Bye-Bye,Drama,1995
869,"Relic, The",Horror,1997
870,"Island of Dr. Moreau, The",Sci-Fi|Thriller,1996
871,First Kid,Children's|Comedy,1996
872,"Trigger Effect, The",Drama|Thriller,1996
873,Sweet Nothing,Drama,1995
874,Bogus,Children's|Drama|Fantasy,1996
875,Bulletproof,Action,1996
876,Talk of Angels,Drama,1998
877,Land Before Time III: The Time of the Great Giving,Animation|Children's,1995
878,1-900,Romance,1994
879,Baton Rouge,Thriller,1988
880,Halloween: The Curse of Michael Myers,Horror|Thriller,1995
881,Twelfth Night,Comedy|Drama|Romance,1996
882,Mother Night,Drama,1996
883,Liebelei,Romance,1933
884,Venice/Venice,Drama,1992
885,Wild Reeds,Drama,1994
886,For Whom the Bell Tolls,Adventure|War,1943
887,"Philadelphia Story, The",Comedy|Romance,1940
888,Singin' in the Rain,Musical|Romance,1952
889,"American in Paris, An",Musical|Romance,1951
890,Funny Face,Comedy|Musical,1957
891,Breakfast at Tiffany's,Drama|Romance,1961
892,Vertigo,Mystery|Thriller,1958
893,Rear Window,Mystery|Thriller,1954
894,It Happened One Night,Comedy,1934
895,Gaslight,Mystery|Thriller,1944
896,"Gay Divorcee, The",Comedy|Musical|Romance,1934
897,North by Northwest,Drama|Thriller,1959
898,"Apartment, The",Comedy|Drama,1960
899,Some Like It Hot,Comedy|Crime,1959
900,Charade,Comedy|Mystery|Romance|Thriller,1963
901,Casablanca,Drama|Romance|War,1942
902,"Maltese Falcon, The",Film-Noir|Mystery,1941
903,My Fair Lady,Musical|Romance,1964
904,Sabrina,Comedy|Romance,1954
905,Roman Holiday,Comedy|Romance,1953
906,"Little Princess, The",Children's|Drama,1939
907,Meet Me in St. Louis,Musical,1944
908,"Wizard of Oz, The",Adventure|Children's|Drama|Musical,1939
909,Gone with the Wind,Drama|Romance|War,1939
910,My Favorite Year,Comedy,1982
911,Sunset Blvd. (a.k.a. Sunset Boulevard),Film-Noir,1950
912,Citizen Kane,Drama,1941
913,2001: A Space Odyssey,Drama|Mystery|Sci-Fi|Thriller,1968
914,Golden Earrings,Adventure|Romance,1947
915,All About Eve,Drama,1950
916,"Women, The",Comedy,1939
917,Rebecca,Romance|Thriller,1940
918,Foreign Correspondent,Thriller,1940
919,Notorious,Film-Noir|Romance|Thriller,1946
920,Spellbound,Mystery|Romance|Thriller,1945
921,"Affair to Remember, An",Romance,1957
922,To Catch a Thief,Comedy|Romance|Thriller,1955
923,Father of the Bride,Comedy,1950
924,"Band Wagon, The",Comedy|Musical,1953
925,Ninotchka,Comedy|Romance,1939
926,Love in the Afternoon,Comedy|Romance,1957
927,Gigi,Musical,1958
928,"Reluctant Debutante, The",Comedy|Drama,1958
929,"Adventures of Robin Hood, The",Action|Adventure,1938
930,"Mark of Zorro, The",Adventure,1940
931,Laura,Crime|Film-Noir|Mystery,1944
932,"Ghost and Mrs. Muir, The",Drama|Romance,1947
933,Lost Horizon,Drama,1937
934,Top Hat,Comedy|Musical|Romance,1935
935,To Be or Not to Be,Comedy|Drama|War,1942
936,My Man Godfrey,Comedy,1936
937,Giant,Drama,1956
938,East of Eden,Drama,1955
939,"Thin Man, The",Mystery,1934
940,His Girl Friday,Comedy,1940
941,Around the World in 80 Days,Adventure|Comedy,1956
942,It's a Wonderful Life,Drama,1946
943,Mr. Smith Goes to Washington,Drama,1939
944,Bringing Up Baby,Comedy,1938
945,Penny Serenade,Drama|Romance,1941
946,"Scarlet Letter, The",Drama,1926
947,Lady of Burlesque,Comedy|Mystery,1943
948,Of Human Bondage,Drama,1934
949,Angel on My Shoulder,Crime|Drama,1946
950,Little Lord Fauntleroy,Drama,1936
951,They Made Me a Criminal,Crime|Drama,1939
952,"Inspector General, The",Musical,1949
953,Angel and the Badman,Western,1947
954,"39 Steps, The",Thriller,1935
955,"Walk in the Sun, A",Drama,1945
956,"Outlaw, The",Western,1943
957,Night of the Living Dead,Horror|Sci-Fi,1968
958,"African Queen, The",Action|Adventure|Romance|War,1951
959,Beat the Devil,Comedy|Drama,1954
960,Cat on a Hot Tin Roof,Drama,1958
961,"Last Time I Saw Paris, The",Drama,1954
962,Meet John Doe,Drama,1941
963,Algiers,Drama|Romance,1938
964,Something to Sing About,Comedy|Musical,1937
965,"Farewell to Arms, A",Romance|War,1932
966,Moonlight Murder,Mystery,1936
967,"Blue Angel, The (Blaue Engel, Der)",Drama,1930
968,Nothing Personal,Drama|War,1995
969,In the Line of Duty 2,Action,1987
970,Dangerous Ground,Drama,1997
971,Picnic,Drama,1955
972,Madagascar Skin,Romance,1995
973,"Pompatus of Love, The",Comedy|Drama,1996
974,Small Wonders,Documentary,1996
975,Fly Away Home,Adventure|Children's,1996
976,Bliss,Drama|Romance,1997
977,Grace of My Heart,Comedy|Drama,1996
978,Schlafes Bruder (Brother of Sleep),Drama,1995
979,Maximum Risk,Action|Adventure|Thriller,1996
980,Michael Collins,Drama|War,1996
981,"Rich Man's Wife, The",Thriller,1996
982,Infinity,Drama,1996
983,Big Night,Drama,1996
984,Last Man Standing,Action|Drama|Western,1996
985,Caught,Drama|Thriller,1996
986,Set It Off,Action|Crime,1996
987,2 Days in the Valley,Crime,1996
988,Curdled,Crime,1996
989,"Associate, The (L'Associe)",Comedy,1982
990,Ed's Next Move,Comedy,1996
991,Extreme Measures,Drama|Thriller,1996
992,"Glimmer Man, The",Action|Thriller,1996
993,D3: The Mighty Ducks,Children's|Comedy,1996
994,"Chamber, The",Drama,1996
995,"Apple Dumpling Gang, The",Children's|Comedy|Western,1975
996,"Davy Crockett, King of the Wild Frontier",Western,1955
997,Escape to Witch Mountain,Adventure|Children's|Fantasy,1975
998,"Love Bug, The",Children's|Comedy,1969
999,Herbie Rides Again,Adventure|Children's|Comedy,1974
1000,Old Yeller,Children's|Drama,1957
1001,"Parent Trap, The",Children's|Drama,1961
1002,Pollyanna,Children's|Comedy|Drama,1960
1003,Homeward Bound: The Incredible Journey,Adventure|Children's,1993
1004,"Shaggy Dog, The",Children's|Comedy,1959
1005,Swiss Family Robinson,Adventure|Children's,1960
1006,That Darn Cat!,Children's|Comedy|Mystery,1965
1007,"20,000 Leagues Under the Sea",Adventure|Children's|Fantasy|Sci-Fi,1954
1008,Cool Runnings,Comedy,1993
1009,Angels in the Outfield,Children's|Comedy,1994
1010,Cinderella,Animation|Children's|Musical,1950
1011,Winnie the Pooh and the Blustery Day,Animation|Children's,1968
1012,"Three Caballeros, The",Animation|Children's|Musical,1945
1013,"Sword in the Stone, The",Animation|Children's,1963
1014,So Dear to My Heart,Children's|Drama,1949
1015,Robin Hood: Prince of Thieves,Drama,1991
1016,Mary Poppins,Children's|Comedy|Musical,1964
1017,Dumbo,Animation|Children's|Musical,1941
1018,Pete's Dragon,Adventure|Animation|Children's|Musical,1977
1019,Bedknobs and Broomsticks,Adventure|Children's|Musical,1971
1020,Alice in Wonderland,Animation|Children's|Musical,1951
1021,"Fox and the Hound, The",Animation|Children's,1981
1022,Freeway,Crime,1996
1023,"Sound of Music, The",Musical,1965
1024,Die Hard,Action|Thriller,1988
1025,"Lawnmower Man, The",Action|Sci-Fi|Thriller,1992
1026,Unhook the Stars,Drama,1996
1027,Synthetic Pleasures,Documentary,1995
1028,"Secret Agent, The",Drama,1996
1029,Secrets & Lies,Drama,1996
1030,That Thing You Do!,Comedy,1996
1031,To Gillian on Her 37th Birthday,Drama|Romance,1996
1032,Surviving Picasso,Drama,1996
1033,Love Is All There Is,Comedy|Drama,1996
1034,Beautiful Thing,Drama|Romance,1996
1035,"Long Kiss Goodnight, The",Action|Thriller,1996
1036,"Ghost and the Darkness, The",Action|Adventure,1996
1037,Looking for Richard,Documentary|Drama,1996
1038,Trees Lounge,Drama,1996
1039,"Proprietor, The",Drama,1996
1040,Normal Life,Crime|Drama,1996
1041,Get on the Bus,Drama,1996
1042,Shadow Conspiracy,Thriller,1997
1043,Jude,Drama,1996
1044,Everyone Says I Love You,Comedy|Musical|Romance,1996
1045,Bitter Sugar (Azucar Amargo),Drama,1996
1046,William Shakespeare's Romeo and Juliet,Drama|Romance,1996
1047,Swingers,Comedy|Drama,1996
1048,Sleepers,Crime|Drama,1996
1049,"Sunchaser, The",Drama,1996
1050,Johns,Drama,1996
1051,Aladdin and the King of Thieves,Animation|Children's|Comedy,1996
1052,"Woman in Question, The",Mystery,1950
1053,Shall We Dance?,Comedy|Musical|Romance,1937
1054,"Damsel in Distress, A",Comedy|Musical|Romance,1937
1055,Crossfire,Crime|Film-Noir,1947
1056,"Murder, My Sweet",Film-Noir|Thriller,1944
1057,Macao,Adventure,1952
1058,For the Moment,Romance|War,1994
1059,Willy Wonka and the Chocolate Factory,Adventure|Children's|Comedy|Fantasy,1971
1060,"Sexual Life of the Belgians, The",Comedy,1994
1061,"Innocents, The",Thriller,1961
1062,Sleeper,Comedy|Sci-Fi,1973
1063,Bananas,Comedy|War,1971
1064,"Fish Called Wanda, A",Comedy,1988
1065,Monty Python's Life of Brian,Comedy,1979
1066,Victor/Victoria,Comedy|Musical,1982
1067,"Candidate, The",Drama,1972
1068,"Great Race, The",Comedy|Musical,1965
1069,Bonnie and Clyde,Crime|Drama,1967
1070,"Old Man and the Sea, The",Adventure|Drama,1958
1071,Dial M for Murder,Mystery|Thriller,1954
1072,Madame Butterfly,Musical,1995
1073,Dirty Dancing,Musical|Romance,1987
1074,Reservoir Dogs,Crime|Thriller,1992
1075,Platoon,Drama|War,1986
1076,Weekend at Bernie's,Comedy,1989
1077,Basic Instinct,Mystery|Thriller,1992
1078,"Doors, The",Drama|Musical,1991
1079,"Crying Game, The",Drama|Romance|War,1992
1080,Glengarry Glen Ross,Drama,1992
1081,Sophie's Choice,Drama,1982
1082,E.T. the Extra-Terrestrial,Children's|Drama|Fantasy|Sci-Fi,1982
1083,"Search for One-eye Jimmy, The",Comedy,1996
1084,"Christmas Carol, A",Drama,1938
1085,Days of Thunder,Action|Romance,1990
1086,Top Gun,Action|Romance,1986
1087,American Strays,Action,1996
1088,Rebel Without a Cause,Drama,1955
1089,"Streetcar Named Desire, A",Drama,1951
1090,Children of the Corn IV: The Gathering,Horror,1996
1091,"Leopard Son, The",Documentary,1996
1092,Loser,Comedy,1991
1093,Prerokbe Ognja,Documentary,1995
1094,Charm's Incidents,Drama,1996
1095,Bird of Prey,Action,1996
1096,Microcosmos (Microcosmos: Le peuple de l'herbe),Documentary,1996
1097,Palookaville,Action|Drama,1996
1098,"Associate, The",Comedy,1996
1099,"Funeral, The",Drama,1996
1100,Sleepover,Comedy|Drama,1995
1101,"Single Girl, A (La Fille Seule)",Drama,1995
1102,"Eighth Day, The (Le Huitième jour )",Drama,1996
1103,Tashunga,Adventure|Western,1995
1104,Drunks,Drama,1997
1105,"People vs. Larry Flynt, The",Drama,1996
1106,Glory Daze,Drama,1996
1107,Plutonium Circus,Documentary,1995
1108,"Perfect Candidate, A",Documentary,1996
1109,On Golden Pond,Drama,1981
1110,"Return of the Pink Panther, The",Comedy,1974
1111,Drop Dead Fred,Comedy|Fantasy,1991
1112,"Abyss, The",Action|Adventure|Sci-Fi|Thriller,1989
1113,"Fog, The",Horror,1980
1114,Escape from New York,Action|Adventure|Sci-Fi|Thriller,1981
1115,"Howling, The",Horror,1980
1116,Jean de Florette,Drama,1986
1117,Manon of the Spring (Manon des sources),Drama,1986
1118,Talking About Sex,Comedy|Drama,1994
1119,Johnny 100 Pesos,Action|Drama,1993
1120,Private Benjamin,Comedy,1980
1121,Monty Python and the Holy Grail,Comedy,1974
1122,Hustler White,Romance,1996
1123,Dadetown,Documentary,1995
1124,Everything Relative,Drama,1996
1125,Entertaining Angels: The Dorothy Day Story,Drama,1996
1126,Hoogste tijd,Drama,1995
1127,Get Over It,Drama,1996
1128,Three Lives and Only One Death,Comedy,1996
1129,"Line King: Al Hirschfeld, The",Documentary,1996
1130,Snowriders,Documentary,1996
1131,Curtis's Charm,Comedy|Drama,1995
1132,When We Were Kings,Documentary,1996
1133,"Wrong Trousers, The",Animation|Comedy,1993
1134,JLG/JLG - autoportrait de décembre,Documentary|Drama,1994
1135,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",Drama,1982
1136,Faust,Animation|Comedy|Thriller,1994
1137,He Walked by Night,Crime|Film-Noir|Thriller,1948
1138,Raw Deal,Film-Noir,1948
1139,T-Men,Film-Noir,1947
1140,"Invitation, The (Zaproszenie)",Drama,1986
1141,"Children Are Watching us, The (Bambini ci guardano, I)",Drama,1942
1142,"Symphonie pastorale, La",Drama,1946
1143,Here Comes Cookie,Comedy,1935
1144,Love in Bloom,Romance,1935
1145,Six of a Kind,Comedy,1934
1146,"Tin Drum, The (Blechtrommel, Die)",Drama,1979
1147,"Ruling Class, The",Comedy,1972
1148,Mina Tannenbaum,Drama,1994
1149,Two or Three Things I Know About Her,Drama,1966
1150,"Bloody Child, The",Drama|Thriller,1996
1151,Farmer & Chase,Comedy,1995
1152,Dear God,Comedy,1996
1153,Bad Moon,Horror,1996
1154,American Dream,Documentary,1990
1155,Best of the Best 3: No Turning Back,Action,1995
1156,Bob Roberts,Comedy,1992
1157,Cinema Paradiso,Comedy|Drama|Romance,1988
1158,"Cook the Thief His Wife & Her Lover, The",Drama,1989
1159,Grosse Fatigue,Comedy,1994
1160,Delicatessen,Comedy|Sci-Fi,1991
1161,"Double Life of Veronique, The (La Double Vie de Véronique)",Drama,1991
1162,Enchanted April,Drama,1991
1163,Paths of Glory,Drama|War,1957
1164,"Grifters, The",Crime|Drama|Film-Noir,1990
1165,Hear My Song,Comedy,1991
1166,"Shooter, The",Action,1995
1167,"English Patient, The",Drama|Romance|War,1996
1168,Mediterraneo,Comedy|War,1991
1169,My Left Foot,Drama,1989
1170,"Sex, Lies, and Videotape",Drama,1989
1171,Passion Fish,Drama,1992
1172,Strictly Ballroom,Comedy|Romance,1992
1173,"Thin Blue Line, The",Documentary,1988
1174,Tie Me Up! Tie Me Down!,Drama,1990
1175,Madonna: Truth or Dare,Documentary,1991
1176,Paris Is Burning,Documentary,1990
1177,One Flew Over the Cuckoo's Nest,Drama,1975
1178,Up in Smoke,Comedy,1978
1179,Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Drama|Sci-Fi|War,1980
1180,"Princess Bride, The",Action|Adventure|Comedy|Romance,1987
1181,Raiders of the Lost Ark,Action|Adventure,1981
1182,Brazil,Sci-Fi,1985
1183,Aliens,Action|Sci-Fi|Thriller|War,1986
1184,"Good, The Bad and The Ugly, The",Action|Western,1966
1185,Withnail and I,Comedy,1987
1186,12 Angry Men,Drama,1957
1187,Lawrence of Arabia,Adventure|War,1962
1188,"Transformers: The Movie, The",Action|Animation|Children's|Sci-Fi|Thriller|War,1986
1189,"Clockwork Orange, A",Sci-Fi,1971
1190,To Kill a Mockingbird,Drama,1962
1191,Apocalypse Now,Drama|War,1979
1192,Once Upon a Time in the West,Western,1969
1193,Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Romance|Sci-Fi|War,1983
1194,Wings of Desire (Der Himmel über Berlin),Comedy|Drama|Romance,1987
1195,"Third Man, The",Mystery|Thriller,1949
1196,GoodFellas,Crime|Drama,1990
1197,Alien,Action|Horror|Sci-Fi|Thriller,1979
1198,Army of Darkness,Action|Adventure|Comedy|Horror|Sci-Fi,1993
1199,"Big Blue, The (Le Grand Bleu)",Adventure|Romance,1988
1200,Ran,Drama|War,1985
1201,"Killer, The (Die xue shuang xiong)",Action|Thriller,1989
1202,Psycho,Horror|Thriller,1960
1203,"Blues Brothers, The",Action|Comedy|Musical,1980
1204,"Godfather: Part II, The",Action|Crime|Drama,1974
1205,Full Metal Jacket,Action|Drama|War,1987
1206,"Grand Day Out, A",Animation|Comedy,1992
1207,Henry V,Drama|War,1989
1208,Amadeus,Drama,1984
1209,"Quiet Man, The",Comedy|Romance,1952
1210,Once Upon a Time in America,Crime|Drama|Thriller,1984
1211,Raging Bull,Drama,1980
1212,Annie Hall,Comedy|Romance,1977
1213,"Right Stuff, The",Drama,1983
1214,Stalker,Mystery|Sci-Fi,1979
1215,"Boat, The (Das Boot)",Action|Drama|War,1981
1216,"Sting, The",Comedy|Crime,1973
1217,Harold and Maude,Comedy,1971
1218,Trust,Comedy|Drama,1990
1219,"Seventh Seal, The (Sjunde inseglet, Det)",Drama,1957
1220,Local Hero,Comedy,1983
1221,"Terminator, The",Action|Sci-Fi|Thriller,1984
1222,Braindead,Comedy|Horror,1992
1223,Glory,Action|Drama|War,1989
1224,Rosencrantz and Guildenstern Are Dead,Comedy|Drama,1990
1225,Manhattan,Comedy|Drama|Romance,1979
1226,Miller's Crossing,Drama,1990
1227,Dead Poets Society,Drama,1989
1228,"Graduate, The",Drama|Romance,1967
1229,Touch of Evil,Crime|Film-Noir|Thriller,1958
1230,Nikita (La Femme Nikita),Thriller,1990
1231,"Bridge on the River Kwai, The",Drama|War,1957
1232,8 1/2,Drama,1963
1233,Chinatown,Film-Noir|Mystery|Thriller,1974
1234,"Day the Earth Stood Still, The",Drama|Sci-Fi,1951
1235,"Treasure of the Sierra Madre, The",Adventure,1948
1236,Bad Taste,Comedy|Horror,1987
1237,Duck Soup,Comedy|War,1933
1238,Better Off Dead...,Comedy,1985
1239,"Shining, The",Horror,1980
1240,Stand by Me,Adventure|Comedy|Drama,1986
1241,M,Crime|Film-Noir|Thriller,1931
1242,Evil Dead II (Dead By Dawn),Action|Adventure|Comedy|Horror,1987
1243,"Great Escape, The",Adventure|War,1963
1244,"Deer Hunter, The",Drama|War,1978
1245,Diva,Action|Drama|Mystery|Romance|Thriller,1981
1246,Groundhog Day,Comedy|Romance,1993
1247,Unforgiven,Western,1992
1248,"Manchurian Candidate, The",Film-Noir|Thriller,1962
1249,Pump Up the Volume,Drama,1990
